Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	ÊÇ·ñµş·Å	½Å±¾Ãû(²ÎÊı1)	¼¼ÄÜID£¨²ÎÊı1£©	²ÎÊı2(ÊÍ·¨ÀàĞÍ)	²ÎÊı3(ÊÇ·ñ¹ã²¥)	²ÎÊı4(ÊÇ·ñÓĞµÈ¼¶¸ÅÄî)	²ÎÊı5(ÊÇ·ñ¿É·Å¿ì½İÀ¸)
B¸nh Trung thu sen trøng	6	1	894	\spr\item\mid_autumn\yuebing.spr	377	1	1	Sö dông sÏ nhËn ®­îc (50 v¹n,100 v¹n,150 v¹n) kinh nghiÖm.		100	1	0	\script\item\zhongqiu\yuebing_dhlianrong.lua	0	1	1	0	0
B¸nh Trung Thu Qu¶ Nh©n	6	1	895	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc mét ThÇn bİ §¹i Hång Bao t¹i Minh NguyÖt L·o Nh©n.		100	1	0	\script\item\zhongqiu\yuebing_guoren.lua	0	1	1	0	0
B¸nh Trung Thu thËp cÈm	6	1	896	\spr\item\mid_autumn\yuebing.spr	377	1	1	Cã thÓ ®æi ®­îc Trang bŞ Hoµng Kim "§Şnh Quèc An Bang " t¹i Minh NguyÖt L·o Nh©n.		100	1	0	\script\item\zhongqiu\yuebing_shenjin.lua	0	1	1	0	0
LÔ vËt Trung Thu	6	1	897	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	Cã thÓ cã ®­îc nguyªn liÖu lµm B¸nh Trung Thu.		1	1	0	\script\item\zhongqiu\zhongqiu_lihe.lua	0	1	1	0	0
Bİ quyÕt lµm b¸nh cña ThÈm ThiÖu ViÔn 	6	1	898	\spr\item\questkey\taskobj075.spr	41	1	1	Bİ quyÕt lµm b¸nh cña ThÈm ThiÖu ViÔn 		1	1	0	\script\item\zhongqiu\task_shenzhaoyuan1.lua	0	1	1	0	0
Hép lÔ phÈm Trung thu 	6	1	899	\spr\item\mid_autumn\zhongqiuwupin.spr	432	1	1	Bªn trong chøa bét m× vµ bét sen		100	1	0	\script\item\mid_autumn\zhongqiu_lipinhe.lua	0	1	1	0	0
Háa TÊt MËt Hµm	6	1	900	\spr\item\questkey\taskobj075.spr	41	1	1	Bøc mËt hµm chøa nhiÒu bİ Èn		1	1	0	\script\item\zhongqiu\task_huoqimihan.lua	0	1	1	0	0
V« Nh©n V« Ng·. MËt tŞch chó thuËt §ång hµnh	6	1	901	\spr\item\questkey\taskobj075.spr	375	1	1	Gióp §ång hµnh t¨ng kü n¨ng "V« Nh©n V« Ng·", v« hiÖu phßng háa cña ®èi ph­¬ng		100	1	0	\script\item\partner_skillbook_learnt.lua	0	1	1	1	0
R­¬ng cò 	6	1	902	\spr\item\oldbox\oldbox.spr	433	1	1	Kh«ng biÕt bªn trong B¶o r­¬ng nµy chøa nh÷ng vËt quı g× ®©y?<enter><color = green> (Cã thÓ lµ trang bŞ B¾c Kinh Chi Méng hoÆc Nh· §iÓn Chi Hån. NhÊn chuét ph¶i ®Ó më)<color>		10000	1	0	\script\item\oldbox.lua	0	1	1	0	0
MËt ®å nhiÖm vô 	6	1	903	\spr\item\questkey\taskobj405.spr	366	1	1	NhÊn chuét ph¶i xem chi tiÕt		10000	1	0	\script\item\task_tools.lua	0	1	1	0	1
MËt ®å nhiÖm vô 	6	2	2	\spr\item\questkey\random_taskbook.spr	341	1	1	\script\item\taskitem_show.lua		10000	1	0	\script\item\random_taskbook.lua	0	1	1	0	1
Tµng B¶o §å	6	2	3	\spr\item\questkey\treasuremap.spr	341	1	1	\script\item\treasuremap_show.lua		10000	1	0	\script\item\treasuremap.lua	0	1	1	0	1
Qu¶ Huy Hoµng (thÊp) 	6	1	904	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo1.lua	0	1	1	0	1
Qu¶ Huy Hoµng (trung) 	6	1	905	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo2.lua	0	1	1	0	1
Qu¶ Huy Hoµng (cao) 	6	1	906	\spr\item\questkey\huihuangzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\huihuangzhiguo3.lua	0	1	1	0	1
Qu¶ Hoµng Kim	6	1	907	\spr\item\questkey\huangjinzhiguo.spr	377	1	1	¡n vµo sÏ t¨ng gÊp ®«i c«ng lùc		10000	1	0	\script\item\goldenseed.lua	0	1	1	0	1
Bao MÆt n¹ 	6	1	908	\spr\item\script\item_chrismasbox.spr	377	1	1	Bªn trong gåm cã10 MÆt n¹: ThiÕu niªn, Thanh niªn ®ång hµnh		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	909	\spr\item\script\item_chrismasbox.spr	377	1	1	Bªn trong  chøa 1 MÆt n¹ ngÉu nhiªn		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao D­îc hoµn 	6	1	910	\spr\item\obj_item_jixiang.spr	377	1	1	Bªn trong chøa nhiÒu bæ d­îc		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (HuyÒn ThiÕt KiÕm) 	6	1	911	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh HuyÒn ThiÕt KiÕm (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (§¹i Phong §ao) 	6	1	912	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh §¹i Phong §ao (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Kim C« Bæng) 	6	1	913	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Kim C« Bæng (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Ph¸ Thiªn Kİch) 	6	1	914	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Ph¸ Thiªn Kİch (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Ph¸ Thiªn Chïy) 	6	1	915	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Ph¸ Thiªn Chïy (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (B¸ V­¬ng Tiªu) 	6	1	916	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¸ V­¬ng Tiªu (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Tóy NguyÖt §ao) 	6	1	917	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã thanh Tóy NguyÖt §ao (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Khæng T­íc Linh) 	6	1	918	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Khæng T­íc Linh (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Long Phông HuyÕt Ngäc Tr¹c) 	6	1	919	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Long Phông HuyÕt Ngäc Tr¹c (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Thiªn Tµm Hé UyÓn) 	6	1	920	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thiªn Tµm Hé UyÓn (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Th«ng Thiªn Ph¸t Qu¸n) 	6	1	921	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th«ng Thiªn Ph¸t Qu¸n (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (YÓm NhËt kh«i) 	6	1	922	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã YÓm NhËt kh«i (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (B¹ch Kim yªu ®¸i) 	6	1	923	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¹ch Kim yªu ®¸i (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Thiªn Tµm Ngoa) 	6	1	924	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thiªn Tµm Ngoa (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
MËt ®å NhiÖm vô ngÉu nhiªn (Phi Phông Ngoa) 	6	1	925	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Phi Phông Ngoa (Ngò hµnh ngÉu nhiªn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kim Cang BÊt ph¸) 	6	1	926	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Kim Cang BÊt ph¸ cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B¸ch §éc BÊt X©m) 	6	1	927	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¸ch §éc BÊt X©m cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B¨ng TuyÕt S¬ Dung) 	6	1	928	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B¨ng TuyÕt S¬ Dung cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ch©n Háa Kh¸ng Lùc) 	6	1	929	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ch©n Háa Kh¸ng Lùc cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (L«i §×nh Hé gi¸p) 	6	1	930	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã L«i §×nh Hé gi¸p cÊp 2 ®Õn cÊp 5 (Tæng cã 4 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (B×nh Hoµ Khİ QuyÕt) 	6	1	931	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã B×nh Hoµ Khİ QuyÕt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (H­ Kh«ng ThiÓm ¶nh) 	6	1	932	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã H­ Kh«ng ThiÓm ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Héi ThÇn TÜnh t©m) 	6	1	933	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Héi ThÇn TÜnh t©m cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V« NiÖm V« Kinh) 	6	1	934	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V« NiÖm V« Kinh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ngò Hµnh V« T­íng) 	6	1	935	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ngò Hµnh V« T­íng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Di Khİ Phiªu Tung) 	6	1	936	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Di Khİ Phiªu Tung cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Hoa Phi §iÖp Vò) 	6	1	937	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Hoa Phi §iÖp Vò cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V« Nh©n V« Ng·) 	6	1	938	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V« Nh©n V« Ng· cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tİnh Ng¹o Tam §«ng) 	6	1	939	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tİnh Ng¹o Tam §«ng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (§iÓm HuyÕt TiÖt M¹ch) 	6	1	940	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã §iÓm HuyÕt TiÖt M¹ch cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (V¹n §éc BÊt Phôc) 	6	1	941	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã V¹n §éc BÊt Phôc cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Th©n Khinh Nh­ YÕn) 	6	1	942	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th©n Khinh Nh­ YÕn cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ng­ng ¢m Quy Nguyªn) 	6	1	943	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ng­ng ¢m Quy Nguyªn cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (DŞch Cèt Kinh) 	6	1	944	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã DŞch Cèt Kinh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thóc Th©n ThuËt) 	6	1	945	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Thóc Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Ho·n Th©n ThuËt) 	6	1	946	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Ho·n Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (HuyÒn Môc §Şnh Th©n ThuËt) 	6	1	947	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã HuyÒn Môc §Şnh Th©n ThuËt cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (İch Thä ¢m D­¬ng) 	6	1	948	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã İch Thä ¢m D­¬ng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (An Phñ Chi Ng÷) 	6	1	949	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã An Phñ Chi Ng÷ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tam Sinh H÷u H¹nh) 	6	1	950	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tam Sinh H÷u H¹nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Quû Mª Ma HoÆc) 	6	1	951	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Quû Mª Ma HoÆc cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (§o¹t MÖnh TriÒn NhiÔu) 	6	1	952	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã §o¹t MÖnh TriÒn NhiÔu cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Yªu Hå Tr¸i ¶nh) 	6	1	953	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Yªu Hå Tr¸i ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (HoÆc ThÇn Lo¹n T©m) 	6	1	954	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã HoÆc ThÇn Lo¹n T©m cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (C« Th©n To¸i ¶nh) 	6	1	955	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã C« Th©n To¸i ¶nh cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tö Vong Ki B¸n) 	6	1	956	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tö Vong Ki B¸n cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Th©m Hån NiÖm X­íng) 	6	1	957	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Th©m Hån NiÖm X­íng cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (CËp Hån Chó) 	6	1	958	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã CËp Hån Chó cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Hãa Tñy V« ı) 	6	1	959	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Hãa Tñy V« ı cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Dung Cèt V« Tung) 	6	1	960	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Dung Cèt V« Tung cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (¸m §éc Chi Thñ) 	6	1	961	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã ¸m §éc Chi Thñ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Tam Phôc Chi Khİ) 	6	1	962	\spr\item\obj_item_jixiang.spr	377	1	1	Trong cã Tam Phôc Chi Khİ cÊp 1 ®Õn cÊp 5 (Tæng cã 5 quyÓn) 		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kü n¨ng kh¸ng tİnh) 	6	1	963	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Kim Cang BÊt ph¸, B¸ch §éc BÊt X©m, B¨ng TuyÕt S¬ Dung, Ch©n Háa Kh¸ng Lùc, L«i §×nh Hé gi¸p<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kü n¨ng thÕ giíi) 	6	1	964	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>An Phñ Chi Ng÷, B×nh Hoµ Khİ QuyÕt, H­ Kh«ng ThiÓm ¶nh, Ngò Hµnh V« T­íng, Di Khİ Phiªu Tung, Hoa Phi §iÖp Vò, DŞch Cèt Kinh, İch Thä ¢m D­¬ng, Tam Sinh H÷u H¹nh<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Kim) 	6	1	965	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Héi ThÇn TÜnh t©m, V« NiÖm V« Kinh, Quû Mª Ma HoÆc, §o¹t MÖnh TriÒn NhiÔu, Tö Vong Ki B¸n<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Méc) 	6	1	966	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Tİnh Ng¹o Tam §«ng, §iÓm HuyÕt TiÖt M¹ch, CËp Hån Chó, ¸m §éc Chi Thñ<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thñy) 	6	1	967	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Ng­ng ¢m Quy Nguyªn, Ho·n Th©n ThuËt, C« Th©n To¸i ¶nh, Th©m Hån NiÖm X­íng<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Háa) 	6	1	968	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>Th©n Khinh Nh­ YÕn, Yªu Hå Tr¸i ¶nh, HoÆc ThÇn Lo¹n T©m, Hãa Tñy V« ı<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §ång hµnh MËt tŞch (Thæ) 	6	1	969	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong chøa ngÉu nhiªn <enter><color=blue>V« Nh©n V« Ng·, V¹n §éc BÊt Phôc, HuyÒn Môc §Şnh Th©n ThuËt, Dung Cèt V« Tung, Tam Phôc Chi Khİ<color><enter>		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §¹i B¹ch C©u Hoµn	6	1	970	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong cã 10 viªn  §¹i B¹ch C©u		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Hép §¹i B¹ch C©u hoµn	6	1	971	\spr\item\script\item_chrismasbox.spr	377	1	1	Trong cã 10 viªn  §¹i B¹ch C©u		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	972	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn Kim Phong, Thanh Niªn Kim Phong		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	973	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn H¶i §­êng, Thanh Niªn H¶i §­êng		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	974	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn TiÕu S­¬ng, Thanh Niªn TiÕu S­¬ng		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	975	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹ ThiÕu Niªn Háa NhËn, Thanh Niªn Háa NhËn		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
Bao MÆt n¹ 	6	1	976	\spr\item\script\item_chrismasbox.spr	377	1	1	Chøa ngÉu nhiªn MÆt n¹  ThiÕu Niªn L«i KiÕm, Thanh Niªn L«i KiÕm		10000	1	0	\script\item\xinnianlibao\xinniangift.lua	0	1	1	0	0
§¹i B¹ch C©u hoµn (Kü n¨ng) 	6	1	977	\spr\item\medecine\baijuwan_skill.spr	19	1	1	1 viªn B¹ch C©u Hoµn kü n¨ng. Sö dông sÏ nhËn ®­îc 8 giê óy th¸c vµ tù ®éng t¨ng ®é thôc luyÖn kü n¨ng cÊp 90. <enter>N©ng hiÖu qu¶ cña B¹ch C©u Hoµn t¨ng ®é thôc luyÖn kü n¨ng gÊp 1.5		10000	1	0	\script\item\jinengdabaijuwan.lua	0	1	1	0	0
